song,artist_1,artist_id_1,genre_1,album,label,popularity,total_tracks,album_id,duration,date,date_album,imagen,url_song,artist_2,genre_2,artist_id_2,artist_3,genre_3,artist_id_3,artist_4,artist_id_4,genre_4,artist_5,artist_id_5,genre_5
Highly Strung - 2010 Remaster,Spandau Ballet,2urZrEdsq72kx0UzfYN8Yv,"new romantic, new wave, new wave pop, soft rock, sophisti-pop, synthpop",Parade (Special Edition),Parlophone UK,47.0,28,6C5ktlLLpGRMLYFQsTEEU1,251093,2022-09-28T06:43:55Z,1984-06-22,https://i.scdn.co/image/ab67616d0000b27334129c652271c32811f51303,https://open.spotify.com/track/5fwGBfBylw37RIolvoHDaU,none,none,none,none,none,none,none,none,none,none,none,none
I'll Fly for You - 2010 Remaster,Spandau Ballet,2urZrEdsq72kx0UzfYN8Yv,"new romantic, new wave, new wave pop, soft rock, sophisti-pop, synthpop",Parade (Special Edition),Parlophone UK,47.0,28,6C5ktlLLpGRMLYFQsTEEU1,335226,2022-09-28T06:43:55Z,1984-06-22,https://i.scdn.co/image/ab67616d0000b27334129c652271c32811f51303,https://open.spotify.com/track/6AnJ9H6NJSV42d4A61Wyx6,none,none,none,none,none,none,none,none,none,none,none,none
Nature of the Beast - 2010 Remaster,Spandau Ballet,2urZrEdsq72kx0UzfYN8Yv,"new romantic, new wave, new wave pop, soft rock, sophisti-pop, synthpop",Parade (Special Edition),Parlophone UK,47.0,28,6C5ktlLLpGRMLYFQsTEEU1,316853,2022-09-28T06:43:55Z,1984-06-22,https://i.scdn.co/image/ab67616d0000b27334129c652271c32811f51303,https://open.spotify.com/track/5iLy44OIKbaXhIxwFgvAGv,none,none,none,none,none,none,none,none,none,none,none,none
Revenge for Love - 2010 Remaster,Spandau Ballet,2urZrEdsq72kx0UzfYN8Yv,"new romantic, new wave, new wave pop, soft rock, sophisti-pop, synthpop",Parade (Special Edition),Parlophone UK,47.0,28,6C5ktlLLpGRMLYFQsTEEU1,262866,2022-09-28T06:43:55Z,1984-06-22,https://i.scdn.co/image/ab67616d0000b27334129c652271c32811f51303,https://open.spotify.com/track/7wEHCwrkeIZtLkqpoBGFK8,none,none,none,none,none,none,none,none,none,none,none,none
Always in the Back of My Mind - 2010 Remaster,Spandau Ballet,2urZrEdsq72kx0UzfYN8Yv,"new romantic, new wave, new wave pop, soft rock, sophisti-pop, synthpop",Parade (Special Edition),Parlophone UK,47.0,28,6C5ktlLLpGRMLYFQsTEEU1,269986,2022-09-28T06:43:55Z,1984-06-22,https://i.scdn.co/image/ab67616d0000b27334129c652271c32811f51303,https://open.spotify.com/track/0GVGGgvZ8g1w4LwXXSD6zH,none,none,none,none,none,none,none,none,none,none,none,none
With the Pride - 2010 Remaster,Spandau Ballet,2urZrEdsq72kx0UzfYN8Yv,"new romantic, new wave, new wave pop, soft rock, sophisti-pop, synthpop",Parade (Special Edition),Parlophone UK,47.0,28,6C5ktlLLpGRMLYFQsTEEU1,331386,2022-09-28T06:43:55Z,1984-06-22,https://i.scdn.co/image/ab67616d0000b27334129c652271c32811f51303,https://open.spotify.com/track/5WotAEPEpTtbQdnErNzJtV,none,none,none,none,none,none,none,none,none,none,none,none
Round and Round - 2010 Remaster,Spandau Ballet,2urZrEdsq72kx0UzfYN8Yv,"new romantic, new wave, new wave pop, soft rock, sophisti-pop, synthpop",Parade (Special Edition),Parlophone UK,47.0,28,6C5ktlLLpGRMLYFQsTEEU1,334933,2022-09-28T06:43:55Z,1984-06-22,https://i.scdn.co/image/ab67616d0000b27334129c652271c32811f51303,https://open.spotify.com/track/69qrgvR7CqxS3v53F7TVD1,none,none,none,none,none,none,none,none,none,none,none,none
Round and Round - Single Version; 2010 Remaster,Spandau Ballet,2urZrEdsq72kx0UzfYN8Yv,"new romantic, new wave, new wave pop, soft rock, sophisti-pop, synthpop",Parade (Special Edition),Parlophone UK,47.0,28,6C5ktlLLpGRMLYFQsTEEU1,275000,2022-09-28T06:43:55Z,1984-06-22,https://i.scdn.co/image/ab67616d0000b27334129c652271c32811f51303,https://open.spotify.com/track/3hBcRqg6uGB8oR0NdFrbvb,none,none,none,none,none,none,none,none,none,none,none,none
Barricades (Introduction) - Remastered,Spandau Ballet,2urZrEdsq72kx0UzfYN8Yv,"new romantic, new wave, new wave pop, soft rock, sophisti-pop, synthpop",Through the Barricades (Remastered),Sony Music CG,53.0,16,5O1G1WHUO1IVRbl5VUUIdH,77363,2022-09-28T06:44:06Z,1986-11-17,https://i.scdn.co/image/ab67616d0000b2738f10e99452966e378dd5c872,https://open.spotify.com/track/2ctqrmw5oOM9dGVFYCKRPG,none,none,none,none,none,none,none,none,none,none,none,none
Cross the Line - Remastered,Spandau Ballet,2urZrEdsq72kx0UzfYN8Yv,"new romantic, new wave, new wave pop, soft rock, sophisti-pop, synthpop",Through the Barricades (Remastered),Sony Music CG,53.0,16,5O1G1WHUO1IVRbl5VUUIdH,247769,2022-09-28T06:44:06Z,1986-11-17,https://i.scdn.co/image/ab67616d0000b2738f10e99452966e378dd5c872,https://open.spotify.com/track/0swnn5UHYLLyVAJzYaRcxo,none,none,none,none,none,none,none,none,none,none,none,none
Man in Chains - Remastered,Spandau Ballet,2urZrEdsq72kx0UzfYN8Yv,"new romantic, new wave, new wave pop, soft rock, sophisti-pop, synthpop",Through the Barricades (Remastered),Sony Music CG,53.0,16,5O1G1WHUO1IVRbl5VUUIdH,341122,2022-09-28T06:44:06Z,1986-11-17,https://i.scdn.co/image/ab67616d0000b2738f10e99452966e378dd5c872,https://open.spotify.com/track/5pykW9DdwYTf0NcYfJIrpj,none,none,none,none,none,none,none,none,none,none,none,none
How Many Lies? - Remastered,Spandau Ballet,2urZrEdsq72kx0UzfYN8Yv,"new romantic, new wave, new wave pop, soft rock, sophisti-pop, synthpop",Through the Barricades (Remastered),Sony Music CG,53.0,16,5O1G1WHUO1IVRbl5VUUIdH,320753,2022-09-28T06:44:06Z,1986-11-17,https://i.scdn.co/image/ab67616d0000b2738f10e99452966e378dd5c872,https://open.spotify.com/track/3SbEAKU2EOJf7z5EBEB4PV,none,none,none,none,none,none,none,none,none,none,none,none
Virgin - Remastered,Spandau Ballet,2urZrEdsq72kx0UzfYN8Yv,"new romantic, new wave, new wave pop, soft rock, sophisti-pop, synthpop",Through the Barricades (Remastered),Sony Music CG,53.0,16,5O1G1WHUO1IVRbl5VUUIdH,263116,2022-09-28T06:44:06Z,1986-11-17,https://i.scdn.co/image/ab67616d0000b2738f10e99452966e378dd5c872,https://open.spotify.com/track/1w5X86nTyOPy6PmpuUueK3,none,none,none,none,none,none,none,none,none,none,none,none
Fight for Ourselves - Remastered,Spandau Ballet,2urZrEdsq72kx0UzfYN8Yv,"new romantic, new wave, new wave pop, soft rock, sophisti-pop, synthpop",Through the Barricades (Remastered),Sony Music CG,53.0,16,5O1G1WHUO1IVRbl5VUUIdH,262816,2022-09-28T06:44:06Z,1986-11-17,https://i.scdn.co/image/ab67616d0000b2738f10e99452966e378dd5c872,https://open.spotify.com/track/1GSYjgHd6t1r9hkkrWgXzo,none,none,none,none,none,none,none,none,none,none,none,none
Swept - Remastered,Spandau Ballet,2urZrEdsq72kx0UzfYN8Yv,"new romantic, new wave, new wave pop, soft rock, sophisti-pop, synthpop",Through the Barricades (Remastered),Sony Music CG,53.0,16,5O1G1WHUO1IVRbl5VUUIdH,293240,2022-09-28T06:44:06Z,1986-11-17,https://i.scdn.co/image/ab67616d0000b2738f10e99452966e378dd5c872,https://open.spotify.com/track/0d5oOWrrvlxY1VSGKYxfEl,none,none,none,none,none,none,none,none,none,none,none,none
Snakes and Lovers - Remastered,Spandau Ballet,2urZrEdsq72kx0UzfYN8Yv,"new romantic, new wave, new wave pop, soft rock, sophisti-pop, synthpop",Through the Barricades (Remastered),Sony Music CG,53.0,16,5O1G1WHUO1IVRbl5VUUIdH,275418,2022-09-28T06:44:06Z,1986-11-17,https://i.scdn.co/image/ab67616d0000b2738f10e99452966e378dd5c872,https://open.spotify.com/track/2mM5xzOAEPxU0ERP6qSPeG,none,none,none,none,none,none,none,none,none,none,none,none
Through the Barricades - Remastered,Spandau Ballet,2urZrEdsq72kx0UzfYN8Yv,"new romantic, new wave, new wave pop, soft rock, sophisti-pop, synthpop",Through the Barricades (Remastered),Sony Music CG,53.0,16,5O1G1WHUO1IVRbl5VUUIdH,359768,2022-09-28T06:44:06Z,1986-11-17,https://i.scdn.co/image/ab67616d0000b2738f10e99452966e378dd5c872,https://open.spotify.com/track/5ALQSecfsZLsWip5CZK9aN,none,none,none,none,none,none,none,none,none,none,none,none
Pleasure - 2003 Remaster,Spandau Ballet,2urZrEdsq72kx0UzfYN8Yv,"new romantic, new wave, new wave pop, soft rock, sophisti-pop, synthpop",True (Special Edition),Parlophone UK,63.0,22,2iGwIUZh0tNkhOtqoo812B,214946,2022-09-28T06:44:21Z,1983-02-25,https://i.scdn.co/image/ab67616d0000b273d337f079088eaf8742f792c2,https://open.spotify.com/track/4JttXZyqA78uGtxe7q68sn,none,none,none,none,none,none,none,none,none,none,none,none
Communication - 2003 Remaster,Spandau Ballet,2urZrEdsq72kx0UzfYN8Yv,"new romantic, new wave, new wave pop, soft rock, sophisti-pop, synthpop",True (Special Edition),Parlophone UK,63.0,22,2iGwIUZh0tNkhOtqoo812B,220506,2022-09-28T06:44:21Z,1983-02-25,https://i.scdn.co/image/ab67616d0000b273d337f079088eaf8742f792c2,https://open.spotify.com/track/0oFvDtwuDC86hVUqCIz0rG,none,none,none,none,none,none,none,none,none,none,none,none
Code of Love - 2003 Remaster,Spandau Ballet,2urZrEdsq72kx0UzfYN8Yv,"new romantic, new wave, new wave pop, soft rock, sophisti-pop, synthpop",True (Special Edition),Parlophone UK,63.0,22,2iGwIUZh0tNkhOtqoo812B,311240,2022-09-28T06:44:21Z,1983-02-25,https://i.scdn.co/image/ab67616d0000b273d337f079088eaf8742f792c2,https://open.spotify.com/track/065zmYB5twxXHBaMix3VDC,none,none,none,none,none,none,none,none,none,none,none,none
Gold - 2003 Remaster,Spandau Ballet,2urZrEdsq72kx0UzfYN8Yv,"new romantic, new wave, new wave pop, soft rock, sophisti-pop, synthpop",True (Special Edition),Parlophone UK,63.0,22,2iGwIUZh0tNkhOtqoo812B,290720,2022-09-28T06:44:21Z,1983-02-25,https://i.scdn.co/image/ab67616d0000b273d337f079088eaf8742f792c2,https://open.spotify.com/track/0Z9UkcT1pnrmLciUJPcMMS,none,none,none,none,none,none,none,none,none,none,none,none
Lifeline - 2003 Remaster,Spandau Ballet,2urZrEdsq72kx0UzfYN8Yv,"new romantic, new wave, new wave pop, soft rock, sophisti-pop, synthpop",True (Special Edition),Parlophone UK,63.0,22,2iGwIUZh0tNkhOtqoo812B,214906,2022-09-28T06:44:21Z,1983-02-25,https://i.scdn.co/image/ab67616d0000b273d337f079088eaf8742f792c2,https://open.spotify.com/track/6ClYObDPRsRwd4zVS8NAoO,none,none,none,none,none,none,none,none,none,none,none,none
Heaven Is a Secret - 2003 Remaster,Spandau Ballet,2urZrEdsq72kx0UzfYN8Yv,"new romantic, new wave, new wave pop, soft rock, sophisti-pop, synthpop",True (Special Edition),Parlophone UK,63.0,22,2iGwIUZh0tNkhOtqoo812B,266880,2022-09-28T06:44:21Z,1983-02-25,https://i.scdn.co/image/ab67616d0000b273d337f079088eaf8742f792c2,https://open.spotify.com/track/0sMibkE2Zy4NUTFcmOpMf5,none,none,none,none,none,none,none,none,none,none,none,none
Foundation - 2003 Remaster,Spandau Ballet,2urZrEdsq72kx0UzfYN8Yv,"new romantic, new wave, new wave pop, soft rock, sophisti-pop, synthpop",True (Special Edition),Parlophone UK,63.0,22,2iGwIUZh0tNkhOtqoo812B,246973,2022-09-28T06:44:21Z,1983-02-25,https://i.scdn.co/image/ab67616d0000b273d337f079088eaf8742f792c2,https://open.spotify.com/track/60gKXYBWEVUo5DFvSvpQhN,none,none,none,none,none,none,none,none,none,none,none,none
True - 2003 Remaster,Spandau Ballet,2urZrEdsq72kx0UzfYN8Yv,"new romantic, new wave, new wave pop, soft rock, sophisti-pop, synthpop",True (Special Edition),Parlophone UK,63.0,22,2iGwIUZh0tNkhOtqoo812B,393386,2022-09-28T06:44:21Z,1983-02-25,https://i.scdn.co/image/ab67616d0000b273d337f079088eaf8742f792c2,https://open.spotify.com/track/10I09MLZCY4pK37XxAfkw0,none,none,none,none,none,none,none,none,none,none,none,none
Nick Of Time,Bonnie Raitt,4KDyYWR7IpxZ7xrdYbKrqY,"country rock, electric blues, folk, folk rock, heartland rock, mellow gold, singer-songwriter",Nick Of Time,Capitol Records,50.0,11,6wxpS5o0ty5CLqyH5fIRln,232866,2022-09-28T06:45:29Z,1989,https://i.scdn.co/image/ab67616d0000b273245c235e7ecf5e8c6969759f,https://open.spotify.com/track/1gqk2dawfdLdn4XamF27cx,none,none,none,none,none,none,none,none,none,none,none,none
Thing Called Love,Bonnie Raitt,4KDyYWR7IpxZ7xrdYbKrqY,"country rock, electric blues, folk, folk rock, heartland rock, mellow gold, singer-songwriter",Nick Of Time,Capitol Records,50.0,11,6wxpS5o0ty5CLqyH5fIRln,232133,2022-09-28T06:45:29Z,1989,https://i.scdn.co/image/ab67616d0000b273245c235e7ecf5e8c6969759f,https://open.spotify.com/track/3g6lXYay6mqmtFmjzSYr66,none,none,none,none,none,none,none,none,none,none,none,none
Love Letter,Bonnie Raitt,4KDyYWR7IpxZ7xrdYbKrqY,"country rock, electric blues, folk, folk rock, heartland rock, mellow gold, singer-songwriter",Nick Of Time,Capitol Records,50.0,11,6wxpS5o0ty5CLqyH5fIRln,244560,2022-09-28T06:45:29Z,1989,https://i.scdn.co/image/ab67616d0000b273245c235e7ecf5e8c6969759f,https://open.spotify.com/track/6zmpnM7y0boAL61orTZ8gt,none,none,none,none,none,none,none,none,none,none,none,none
Cry On My Shoulder,Bonnie Raitt,4KDyYWR7IpxZ7xrdYbKrqY,"country rock, electric blues, folk, folk rock, heartland rock, mellow gold, singer-songwriter",Nick Of Time,Capitol Records,50.0,11,6wxpS5o0ty5CLqyH5fIRln,224200,2022-09-28T06:45:29Z,1989,https://i.scdn.co/image/ab67616d0000b273245c235e7ecf5e8c6969759f,https://open.spotify.com/track/6YQ2RgaJVn2aeFFsNHB4Yb,none,none,none,none,none,none,none,none,none,none,none,none
Real Man,Bonnie Raitt,4KDyYWR7IpxZ7xrdYbKrqY,"country rock, electric blues, folk, folk rock, heartland rock, mellow gold, singer-songwriter",Nick Of Time,Capitol Records,50.0,11,6wxpS5o0ty5CLqyH5fIRln,267133,2022-09-28T06:45:29Z,1989,https://i.scdn.co/image/ab67616d0000b273245c235e7ecf5e8c6969759f,https://open.spotify.com/track/7Fu24Eo9nj8dNIlsA2bWDI,none,none,none,none,none,none,none,none,none,none,none,none
Nobody's Girl,Bonnie Raitt,4KDyYWR7IpxZ7xrdYbKrqY,"country rock, electric blues, folk, folk rock, heartland rock, mellow gold, singer-songwriter",Nick Of Time,Capitol Records,50.0,11,6wxpS5o0ty5CLqyH5fIRln,194908,2022-09-28T06:45:29Z,1989,https://i.scdn.co/image/ab67616d0000b273245c235e7ecf5e8c6969759f,https://open.spotify.com/track/3N3Pa8T8epLgjMplqbetq8,none,none,none,none,none,none,none,none,none,none,none,none
Have A Heart,Bonnie Raitt,4KDyYWR7IpxZ7xrdYbKrqY,"country rock, electric blues, folk, folk rock, heartland rock, mellow gold, singer-songwriter",Nick Of Time,Capitol Records,50.0,11,6wxpS5o0ty5CLqyH5fIRln,289970,2022-09-28T06:45:29Z,1989,https://i.scdn.co/image/ab67616d0000b273245c235e7ecf5e8c6969759f,https://open.spotify.com/track/5DXvq6kWCNefq4qTSVGGGC,none,none,none,none,none,none,none,none,none,none,none,none
Too Soon To Tell,Bonnie Raitt,4KDyYWR7IpxZ7xrdYbKrqY,"country rock, electric blues, folk, folk rock, heartland rock, mellow gold, singer-songwriter",Nick Of Time,Capitol Records,50.0,11,6wxpS5o0ty5CLqyH5fIRln,225866,2022-09-28T06:45:29Z,1989,https://i.scdn.co/image/ab67616d0000b273245c235e7ecf5e8c6969759f,https://open.spotify.com/track/21bGSuzzoQOKcmz59uDuwH,none,none,none,none,none,none,none,none,none,none,none,none
