song,artist_1,artist_id_1,genre_1,album,label,popularity,total_tracks,album_id,duration,date,date_album,imagen,url_song,artist_2,genre_2,artist_id_2,artist_3,genre_3,artist_id_3,artist_4,artist_id_4,genre_4,artist_5,artist_id_5,genre_5
Love Over Gold,Dire Straits,0WwSkZ7LtFUFjGjMZBMt6T,"album rock, classic rock, mellow gold, rock",The Best Of Dire Straits & Mark Knopfler - Private Investigations,EMI,58.0,22,5RUE91DSu0BdsiEn4vOrNY,376320,2023-04-18T17:04:56Z,2005-01-01,https://i.scdn.co/image/ab67616d0000b273178419da701ab7c7f693c9ac,https://open.spotify.com/track/3DxfiuoDOxoZfZLqQY9NKJ,none,none,none,none,none,none,none,none,none,none,none,none
Romeo And Juliet,Dire Straits,0WwSkZ7LtFUFjGjMZBMt6T,"album rock, classic rock, mellow gold, rock",The Best Of Dire Straits & Mark Knopfler - Private Investigations,EMI,58.0,22,5RUE91DSu0BdsiEn4vOrNY,360000,2023-04-18T17:04:56Z,2005-01-01,https://i.scdn.co/image/ab67616d0000b273178419da701ab7c7f693c9ac,https://open.spotify.com/track/3crlldfiUarifFlx1jHQgO,none,none,none,none,none,none,none,none,none,none,none,none
Tunnel Of Love,Dire Straits,0WwSkZ7LtFUFjGjMZBMt6T,"album rock, classic rock, mellow gold, rock",The Best Of Dire Straits & Mark Knopfler - Private Investigations,EMI,58.0,22,5RUE91DSu0BdsiEn4vOrNY,489866,2023-04-18T17:04:56Z,2005-01-01,https://i.scdn.co/image/ab67616d0000b273178419da701ab7c7f693c9ac,https://open.spotify.com/track/5bB3Hw5LQxn0NVhVJqXlKt,none,none,none,none,none,none,none,none,none,none,none,none
Private Investigations - Edit,Dire Straits,0WwSkZ7LtFUFjGjMZBMt6T,"album rock, classic rock, mellow gold, rock",The Best Of Dire Straits & Mark Knopfler - Private Investigations,EMI,58.0,22,5RUE91DSu0BdsiEn4vOrNY,357840,2023-04-18T17:04:56Z,2005-01-01,https://i.scdn.co/image/ab67616d0000b273178419da701ab7c7f693c9ac,https://open.spotify.com/track/6Pw4rsHShIR56AqLSSF85D,none,none,none,none,none,none,none,none,none,none,none,none
So Far Away - Full Version,Dire Straits,0WwSkZ7LtFUFjGjMZBMt6T,"album rock, classic rock, mellow gold, rock",The Best Of Dire Straits & Mark Knopfler - Private Investigations,EMI,58.0,22,5RUE91DSu0BdsiEn4vOrNY,307253,2023-04-18T17:04:56Z,2005-01-01,https://i.scdn.co/image/ab67616d0000b273178419da701ab7c7f693c9ac,https://open.spotify.com/track/5PcKrPaPQw0uR2bU0xPGCh,none,none,none,none,none,none,none,none,none,none,none,none
Money For Nothing,Dire Straits,0WwSkZ7LtFUFjGjMZBMt6T,"album rock, classic rock, mellow gold, rock",The Best Of Dire Straits & Mark Knopfler - Private Investigations,EMI,58.0,22,5RUE91DSu0BdsiEn4vOrNY,504200,2023-04-18T17:04:56Z,2005-01-01,https://i.scdn.co/image/ab67616d0000b273178419da701ab7c7f693c9ac,https://open.spotify.com/track/01Txvu3dNthhldq8oR0Pae,none,none,none,none,none,none,none,none,none,none,none,none
Brothers In Arms,Dire Straits,0WwSkZ7LtFUFjGjMZBMt6T,"album rock, classic rock, mellow gold, rock",The Best Of Dire Straits & Mark Knopfler - Private Investigations,EMI,58.0,22,5RUE91DSu0BdsiEn4vOrNY,417693,2023-04-18T17:04:56Z,2005-01-01,https://i.scdn.co/image/ab67616d0000b273178419da701ab7c7f693c9ac,https://open.spotify.com/track/5t3ClpjiJUTCHKODTPrW8i,none,none,none,none,none,none,none,none,none,none,none,none
Walk Of Life,Dire Straits,0WwSkZ7LtFUFjGjMZBMt6T,"album rock, classic rock, mellow gold, rock",The Best Of Dire Straits & Mark Knopfler - Private Investigations,EMI,58.0,22,5RUE91DSu0BdsiEn4vOrNY,248906,2023-04-18T17:04:56Z,2005-01-01,https://i.scdn.co/image/ab67616d0000b273178419da701ab7c7f693c9ac,https://open.spotify.com/track/2DmZ7aPhT5jkqLIYxTpQlJ,none,none,none,none,none,none,none,none,none,none,none,none
Your Latest Trick,Dire Straits,0WwSkZ7LtFUFjGjMZBMt6T,"album rock, classic rock, mellow gold, rock",The Best Of Dire Straits & Mark Knopfler - Private Investigations,EMI,58.0,22,5RUE91DSu0BdsiEn4vOrNY,389666,2023-04-18T17:04:56Z,2005-01-01,https://i.scdn.co/image/ab67616d0000b273178419da701ab7c7f693c9ac,https://open.spotify.com/track/7A62q7McyZzaa8cBNRE4Rn,none,none,none,none,none,none,none,none,none,none,none,none
Calling Elvis,Dire Straits,0WwSkZ7LtFUFjGjMZBMt6T,"album rock, classic rock, mellow gold, rock",The Best Of Dire Straits & Mark Knopfler - Private Investigations,EMI,58.0,22,5RUE91DSu0BdsiEn4vOrNY,384400,2023-04-18T17:04:56Z,2005-01-01,https://i.scdn.co/image/ab67616d0000b273178419da701ab7c7f693c9ac,https://open.spotify.com/track/2Xou9244zDSKrBaBuygYIH,none,none,none,none,none,none,none,none,none,none,none,none
On Every Street,Dire Straits,0WwSkZ7LtFUFjGjMZBMt6T,"album rock, classic rock, mellow gold, rock",The Best Of Dire Straits & Mark Knopfler - Private Investigations,EMI,58.0,22,5RUE91DSu0BdsiEn4vOrNY,303800,2023-04-18T17:04:56Z,2005-01-01,https://i.scdn.co/image/ab67616d0000b273178419da701ab7c7f693c9ac,https://open.spotify.com/track/4jWTBFfaGvfbg1kgbB5k5m,none,none,none,none,none,none,none,none,none,none,none,none
Going Home: Theme Of The Local Hero,Mark Knopfler,0FI0kxP0BWurTz8cB8BBug,,The Best Of Dire Straits & Mark Knopfler - Private Investigations,EMI,58.0,22,5RUE91DSu0BdsiEn4vOrNY,300960,2023-04-18T17:04:56Z,2005-01-01,https://i.scdn.co/image/ab67616d0000b273178419da701ab7c7f693c9ac,https://open.spotify.com/track/39lrkYQZmewSOh4qMC6ApB,none,none,none,none,none,none,none,none,none,none,none,none
Darling Pretty,Mark Knopfler,0FI0kxP0BWurTz8cB8BBug,,The Best Of Dire Straits & Mark Knopfler - Private Investigations,EMI,58.0,22,5RUE91DSu0BdsiEn4vOrNY,283866,2023-04-18T17:04:56Z,2005-01-01,https://i.scdn.co/image/ab67616d0000b273178419da701ab7c7f693c9ac,https://open.spotify.com/track/7jRMxu5JhxnaQ9iqSHs3hH,none,none,none,none,none,none,none,none,none,none,none,none
The Long Road,Mark Knopfler,0FI0kxP0BWurTz8cB8BBug,,The Best Of Dire Straits & Mark Knopfler - Private Investigations,EMI,58.0,22,5RUE91DSu0BdsiEn4vOrNY,437266,2023-04-18T17:04:56Z,2005-01-01,https://i.scdn.co/image/ab67616d0000b273178419da701ab7c7f693c9ac,https://open.spotify.com/track/65aTpag6RLmpHRTADSbUV5,none,none,none,none,none,none,none,none,none,none,none,none
Why Aye Man - Radio Edit,Mark Knopfler,0FI0kxP0BWurTz8cB8BBug,,The Best Of Dire Straits & Mark Knopfler - Private Investigations,EMI,58.0,22,5RUE91DSu0BdsiEn4vOrNY,249320,2023-04-18T17:04:56Z,2005-01-01,https://i.scdn.co/image/ab67616d0000b273178419da701ab7c7f693c9ac,https://open.spotify.com/track/17eVHimEaGDnDBC4Lb48QD,none,none,none,none,none,none,none,none,none,none,none,none
Sailing To Philadelphia,Mark Knopfler,0FI0kxP0BWurTz8cB8BBug,,The Best Of Dire Straits & Mark Knopfler - Private Investigations,EMI,58.0,22,5RUE91DSu0BdsiEn4vOrNY,353120,2023-04-18T17:04:56Z,2005-01-01,https://i.scdn.co/image/ab67616d0000b273178419da701ab7c7f693c9ac,https://open.spotify.com/track/5ti5SeraA9Ci7OtbLhEkz2,none,none,none,none,none,none,none,none,none,none,none,none
What It Is,Mark Knopfler,0FI0kxP0BWurTz8cB8BBug,,The Best Of Dire Straits & Mark Knopfler - Private Investigations,EMI,58.0,22,5RUE91DSu0BdsiEn4vOrNY,295826,2023-04-18T17:04:56Z,2005-01-01,https://i.scdn.co/image/ab67616d0000b273178419da701ab7c7f693c9ac,https://open.spotify.com/track/7K3k5x1EZAtsqdp1CX1XKi,none,none,none,none,none,none,none,none,none,none,none,none
The Trawlerman's Song,Mark Knopfler,0FI0kxP0BWurTz8cB8BBug,,The Best Of Dire Straits & Mark Knopfler - Private Investigations,EMI,58.0,22,5RUE91DSu0BdsiEn4vOrNY,302333,2023-04-18T17:04:56Z,2005-01-01,https://i.scdn.co/image/ab67616d0000b273178419da701ab7c7f693c9ac,https://open.spotify.com/track/4ORGJzhrgRC0vChya4FIqF,none,none,none,none,none,none,none,none,none,none,none,none
"Boom, Like That",Mark Knopfler,0FI0kxP0BWurTz8cB8BBug,,The Best Of Dire Straits & Mark Knopfler - Private Investigations,EMI,58.0,22,5RUE91DSu0BdsiEn4vOrNY,349106,2023-04-18T17:04:56Z,2005-01-01,https://i.scdn.co/image/ab67616d0000b273178419da701ab7c7f693c9ac,https://open.spotify.com/track/5krws9p6cLwtL6s7kAEITA,none,none,none,none,none,none,none,none,none,none,none,none
All The Roadrunning,Mark Knopfler,0FI0kxP0BWurTz8cB8BBug,,The Best Of Dire Straits & Mark Knopfler - Private Investigations,EMI,58.0,22,5RUE91DSu0BdsiEn4vOrNY,289720,2023-04-18T17:04:56Z,2005-01-01,https://i.scdn.co/image/ab67616d0000b273178419da701ab7c7f693c9ac,https://open.spotify.com/track/3EIkSD570eO8cuO6fdQIde,Emmylou Harris,"country rock, folk, lilith, melancholia, singer-songwriter",5s6TJEuHTr9GR894wc6VfP,none,none,none,none,none,none,none,none,none
